Section Number,Section Name Arabic,Section Name English,Artifact Name Arabic,Artifact Name English,Description Arabic,Description English,Category Arabic,Category English,Discovery site Arabic,Discovery Site English,Hall Arabic,Hall English,Link
38,الآثار المصرية القديمة,Ancient Egyptian Antiquities,"تمثال لإيزيس وهي ترضع ""حربوقراط""",Statuette of Isis suckling Harpocrates,"تمثال من البرونز يُصَوِّر الإلهة إيزيس وهي ترضع ابنها حورس الجالس على حجرها. ويعلو رأس الإلهة التاج الحتحوري. الإرضاع الإلهي كان للإرضاع الإلهي في بادئ الأمر مغزى ملكي بحت، فكان لبن الإلهة لازمًا لضمان ولادة الملك من جديد في صورة ملك كامل سواءً بعد وفاته في العالم الآخر، أو أثناء حياته وقت انتقال السلطة أو تجددها، أي وقت التتويج أو أثناء الاحتفالات المعنية بتجديد قوة الملك heb-sed. إيزيس وحورس كانت التماثيل التي تُصوِّر الإلهة إيزيس وهي ترضع ابنها حورس شائعة للغاية إبان العصر المتأخر، وكانت تُصنع من البرونز أو من بعض المركبات المزججة. وقد أدى تعميم المعتقدات الجنائزية على الشعب ابتداءً من العصر المتأخر إلى شيوع هذا الشكل من التماثيل والتي كانت تستخدم كنذور توضع في المعابد. هذه المعلومات يمكن تعديلها/تحديثها نتيجة للبحث المستمر. المراجع Carol Andrews, Egyptian Amulets (London: British Museum Press, 1994). Sue D'Auria et al., Mummies and Magic: The Funerary Arts of Ancient Egypt (Boston, MA: Museum of Fine Arts, 1988). Zahi Hawass, ed., Bibliotheca Alexandrina: The Archaeology Museum (Cairo: The Supreme Council of Antiquities, 2002): 88, 89.","Bronze statuette of Isis suckling her son Horus who is sitting on her lap. Her head is surmounted by the Hathoric crown. Divine Suckling According to the Osirian myth, the problem of royal succession was one of the main issues, and divine suckling had, at first, an exclusively royal meaning. The goddess milk was needed to ensure the king’s rebirth as full king, either in the Netherworld after his death or on earth, each time the power was transmitted or renewed (namely on coronation and jubilees). Isis and Horus Statuettes representing Isis suckling her son Horus were very common among Late Period figurines and were made of bronze or glazed compositions. From the Late Period on, the “democratization” of funerary beliefs led to the popularity of such figures. The object was intended as an ex-voto to be placed in sanctuaries. The information given here is subject to modification/update as a result of ongoing research. References Carol Andrews, Egyptian Amulets (London: British Museum Press, 1994). Sue D'Auria et al., Mummies and Magic: The Funerary Arts of Ancient Egypt (Boston, MA: Museum of Fine Arts, 1988). Zahi Hawass, ed., Bibliotheca Alexandrina: The Archaeology Museum (Cairo: The Supreme Council of Antiquities, 2002): 88, 89.","النحت المجسم (ثلاثي الأبعاد)، تماثيل صغيرة، تماثيل صغيرة  (آدمية / لآلهة)","Sculpture in the round, figurines / statuettes, human / gods and goddesses figurines",غير معروف,unknown,"الآثار اليونانية والرومانية، فاترينة 15","Greco-Roman Antiquities, showcase 15",https://antiquities.bibalex.org/Collection/Detail.aspx?collection=38&a=405&lang=ar
38,الآثار المصرية القديمة,Ancient Egyptian Antiquities,مقلمة بها ستة أقلام من البوص,Pencase with six reed pens,"مقلمة مستطيلة الشكل، من النوع المستخدم فيما بين عصر الأسرة الخامسة والعصر المتأخر، لها تجويفان غير عميقين للونين الأسود والأحمر، ولا تزال آثارهما واضحة. كما ينتصف المقلمة تجويف ثالث طويل مستطيل الشكل، له غطاء منزلق، يحتوي على ريَش الكتابة التي تتراوح أطوالها عادة ما بين 15 إلى20 سم. تظهر على المقلمة آثار الاستهلاك الناتجة عن كثرة استخدامها. معرفة القراءة والكتابة يُقدَّر عدد المصريين الذين كان في مقدورهم القراءة والكتابة بأقل من واحد بالمائة، وبالرغم من ذلك فتظل هذه المسألة مطروحة للمناقشة. هذا ويمكننا افتراض نسب أعلى وأكثر دقة لبعض المناطق في بعض الفترات؛ وهو ما ينطبق مثلاً على منطقة "" دير المدينة "" إبان عهد الدولة الحديثة، حيث وصلت بها نسبة من يعرفون القراءة والكتابة إلى ما بين خمسة إلى سبعة بالمائة. الكاتب المصري كان لمهنة الكتبة أهمية بالغة في سير الدولة المصرية التي كانت تقوم على نظام إداري فعَّال مقسم إلى إدارات مختلفة توظف كل منها الكتبة. ولهذا السبب فقد كانت تعتبر هذه المهنة واحدة من أبرز المهن التي كان يُنصح بها للشباب. كان الكتبة يضطلعون بأعمال تبدأ من تسجيل المراحل المختلفة من الأنشطة الزراعية والرعوية، وصولاً للمهام الهامة في الإدارة القضائية وأيضًا تلك المتعلقة بالطقوس الجنائزية الخاصة بالملوك وبالأفراد ذوي الشأن. تعليم الكتبة يمكننا الاستدلال من أدلة غير مباشرة على أن طبقة الكتبة المرموقة كانت تميل إلى نقل المهنة من الأب إلى الابن، ومن ثم الإبقاء على السيادة والتميز في نفس العائلة على مدى طويل من الزمن. وفيما يخص المدارس فتشير البراهين إلى وجودها منذ عصر الدولة الوسطى، ويُعتقد أن جزءًا كبيرًا من تعليم الكتبة وتدريبهم كان يتم في مكان يعرف ببيت الحياة ""بر-عنخ"". وكان التعليم الأساسي يتضمن بعض المعرفة في الجغرافيا، وعلم الحساب وكذلك الهندسة. ومن الثابت أن اللغات الأجنبية كانت تُدَرَّس أيضًا ولكن بشكل محدود حيث إننا لدينا – وبشكل خاص من عهد الدولة الحديثة – نصوص كتبت بلغتين. وبالرغم من ذلك فقد كان على الكتبة بشكل عام معرفة أكثر الكلمات الأجنبية شيوعًا وكذلك أسماء الأماكن الأجنبية الدارجة. ولم يكن معظم الكتبة يتعلمون قراءة العلامات الهيروغليفية، وهي ذلك الخط المقدس الذي اقتصر استخدامه على حوائط مقصورات القرابين والمعابد، وإنما تعلموا الهيراطيقية المبسطة ذات الحروف المتصلة (ولاحقًا الديموطيقية ) لكي يستخدموها في مهامهم الروتينية. المكانة الاجتماعية للكتبة إن شيوع تمثال الكاتب، والذي يصور أفرادًا من الصفوة وهم يجلسون متربعين، لهو خير دليل على المكانة المنسوبة إلى مهنة الكاتب. وقد عُثر على هذه التماثيل – والتي تُؤرَخ منذ عصر الدولة الوسطى وصولاً للعصر المتأخر – في المعابد، كما كانت مقابر أولئك الذين حملوا ألقاب الكتبة تحوي أحيانًا مثل هذه التماثيل، وبالرغم من ذلك فمعظم المقابر التي وجدت بها تلك التماثيل كانت تخص موظفين لم يمارسوا مهنة الكتبة قط، إذ إن الهدف من ورائها كان الإشارة إلى معرفة صاحب المقبرة بالقراءة والكتابة، وكذلك للتنويه لأهمية الكتابة في العالم الآخر. أدوات الكاتب كان الكاتب يستخدم الهاون باليد المخصصة له لتحضير الألوان، فكانت الألوان الخام الطبيعية تسحق جيدًا ثم تعد منها كرات صغيرة بإضافة مادة لاصقة مثل صمغ السنط أو مواد غروية أخرى تُحضَّر من المخلفات الحيوانية، وكانت هذه الكرات توضع في تجاويف المقلمة. يبدأ الكاتب بقطع أحد حافتي قلم البوص الخاص به، ثم يقوم بخدش تلك الحافة ليزيد من قدرتها على امتصاص الألوان. وعند الكتابة يُبلِّل الكاتب النهاية المقطوعة للقلم بالماء ثم يمررها على كرة الألوان مثلما يفعل الفنان الآن عند استخدامه لألوان الماء. وكان اللون الأكثر شيوعًا هو الأسود وكان يتم تحضيره من السناج، أوالفحم العظمي أو النباتي. وكان الأحمر يُعد من المغرَّة، وكان يستخدم في الأجزاء التي يبغي التركيز عليها مثل التواريخ والعناوين. وكان الفنان يستخدم في العصر الفرعوني أحد أنواع الأَسِل الدقيقة للكتابة Juncus Maritimus الموجودة بكثرة في مصر. وكانت الفُرَش المستخدمة للأعمال الأقل دقة تصنع من المواد ذات الألياف مثل جريد النخيل والألياف الخشبية. أما بالنسبة لأسطح الكتابة فقد استخدم الكاتب اللوحات الخشبية، والشقافات (رقاقات من الحجر الجيري أو الفخار)، وكذلك البردي الذي كان يعد السطح النموذجي للكتابة على مر العصور. وكانت أوراق البردي – التي تتراوح أطوالها بين 43 إلى 48 سم – يمكن تقسيمها إلى قطع أصغر بواسطة قطَّاعة للورق وذلك لاستخدامها في النصوص القصيرة مثل الخطابات والحسابات. كما كان من الممكن لصق أكثر من بردية معًا لتحضير لفافات لكتابة النصوص الطويلة مثل النصوص الدينية والجنائزية والأدبية. هذه المعلومات يمكن تعديلها/تحديثها نتيجة للبحث المستمر. المراجع Zahi Hawass, ed., Bibliotheca Alexandrina: The Archaeology Museum (Cairo: The Supreme Council of Antiquities, 2002): 30. T. G. H. James, Egyptian Painting (London: British Museum Press, 1985). Naissance de l'écriture: Cunéiformes et hiéroglyphes: [Exposition], Galeries nationales du Grand Palais, 7 mai-9 août 1982 (Paris: Edition de la Réunion des Musées Nationaux, 1982). Patrizia Piacentini, “Scribes”, in The Oxford Encyclopedia of Ancient Egypt , edited by Donald B. Redford, vol. 3 (New York, NY: Oxford University Press, 2001): 187-192. Stephen Quirke and Jeffery Spencer, eds., The British Museum Book of Ancient Egypt (London: British Museum Press, 1992). Mohamed Saleh and Hourig Sourouzian, The Egyptian Museum, Cairo: Official Catalogue (Mainz: Verlag Philipp von Zabern, 1987): cat. no. 233. Mona Serry, ed., Bibliotheca Alexandrina: Antiquities Museum , introduction by Ismail Serageldin (Alexandria: Bibliotheca Alexandrina. Antiquities Museum, 2015): 55, 316. Ian Shaw and Paul Nicholson, The British Museum Dictionary of Ancient Egypt (London: British Museum Press, 1997).","The pencase we have here is of the type used from the fifth dynasty until the Late Period. It's rectangular in shape; it has two shallow wells for black and red pigments, the traces of which are still visible, and a central slot with a sliding cover to hold the reeds (usually 15-25 cm long). As some signs show, the palette has worn out from long usage. Literacy We can estimate that less than one percent of the Egyptians could read and write. The question of literacy remains, however, open. For certain places and periods, we can postulate a higher and more certain percentage of literacy; this is especially true for Deir el-Medina during the New Kingdom, where literacy probably reached 5 to 7 percent. Egyptian Scribes Professional scribes were very important for the operation of the Egyptian state, which was ruled by an efficient administration, organized into various departments, all of which employed scribes. For this reason, the profession was considered one of the noblest and was recommended to young people. The scribes were involved in activities, ranging from recording the different phases of rural activities and cattle counting to important tasks in the administration of justice and the engagement in the funerary cults of kings and private persons. Scribes’ Education We can infer from indirect evidence that the scribal elite tended to pass on their profession from father to son, thus enabling power to be retained in the same family group over long periods. Proof of the existence of schools appears in the Middle Kingdom, and much of the work and training of the scribes is thought to have taken place in an institution known as the House of Life (Pr Ankh). Basic education included some knowledge in geography, arithmetic, and geometry. The study of foreign languages was limited, but it surely existed, since we possess bilingual texts, especially from the New Kingdom. Nonetheless, scribes had to be at least familiar with the most common foreign words and names of places. Most scribes did not learn to read hieroglyphs which was the sacred script confined to works of art in offering-chapels and temples. Instead, they learned the cursive hieratic (and later Demotic ) which they used in their routine tasks. Scribes’ Prestige The prestige attributed to the scribal profession is indicated by the popularity of the ""scribe statue"" which portrayed members of the elite in typical cross-legged scribal pose. These statues can be found in temples from the Middle Kingdom to the Late Period. They sometimes appear in burials of men bearing scribal titles, but often the tombs were owned by officials who had never served as professional scribes. This was to imply the literacy of the owner and the importance of writing in the afterlife. Scribes’ Equipment To prepare colours, the scribe used a mortar and pestle. Naturally occurring raw pigments were finely ground and then made into cakes by addition of some binding agent like Acacia gum or size (made from animal waste) and then placed in the palette receptacles. The scribe cut out and bruised one end of the reed to maximize absorption of pigment; to write he moistened the cut end with water and brushed over the cake of pigment, much as a water colour artist works with paints. The most common pigment was black (prepared with soot, boneblack, or charcoal) with highlighted sections such as headings and dates in red (made of ochre). Throughout the Pharaonic Period, scribes wrote with a fine rush, the Juncus Maritimus, which is found in abundance in Egypt. Brushes for less fine work were made of fibrous materials like palm-rib and fibrous wood. As a writing material, the scribe used wooden tablets, ostraca (limestone and pottery Chippings), and papyrus which was the typical writing surface of all periods. Individual papyrus sheets (48 cm to 43 cm at full size) could be divided into small pieces with a paper cutter for short documents (such as letters or accounts) or even joined together to create rolls for long religious, funerary and literal texts. The information given here is subject to modification/update as a result of ongoing research. References Zahi Hawass, ed., Bibliotheca Alexandrina: The Archaeology Museum (Cairo: The Supreme Council of Antiquities, 2002): 30. T. G. H. James, Egyptian Painting (London: British Museum Press, 1985). Naissance de l'écriture: Cunéiformes et hiéroglyphes: [Exposition], Galeries nationales du Grand Palais, 7 mai-9 août 1982 (Paris: Edition de la Réunion des Musées Nationaux, 1982). Patrizia Piacentini, “Scribes”, in The Oxford Encyclopedia of Ancient Egypt , edited by Donald B. Redford, vol. 3 (New York, NY: Oxford University Press, 2001): 187-192. Stephen Quirke and Jeffery Spencer, eds., The British Museum Book of Ancient Egypt (London: British Museum Press, 1992). Mohamed Saleh and Hourig Sourouzian, The Egyptian Museum, Cairo: Official Catalogue (Mainz: Verlag Philipp von Zabern, 1987): cat. no. 233. Mona Serry, ed., Bibliotheca Alexandrina: Antiquities Museum , introduction by Ismail Serageldin (Alexandria: Bibliotheca Alexandrina. Antiquities Museum, 2015): 55, 316. Ian Shaw and Paul Nicholson, The British Museum Dictionary of Ancient Egypt (London: British Museum Press, 1997).","الأدوات والمعدات، أدوات الكتابة والرسم، أقلام، أقلام بوص","Tools and equipment, writing and drawing equipment, pens, reed pens","مصر العليا، الجيزة، سقارة (عُثر عليها عام 1898 بواسطة ف. لوريه)","Upper Egypt, Giza, Saqqara (discovered in 1898 by F. Loret)","الآثار المصرية القديمة، فاترينة 2","Ancient Egyptian Antiquities, showcase 2",https://antiquities.bibalex.org/Collection/Detail.aspx?collection=38&a=437&lang=ar
38,الآثار المصرية القديمة,Ancient Egyptian Antiquities,لوحة ألوان,Color palette,"يُستدل من الآثار الموجودة في فجوات هذه اللوحة أنها كانت تُستخدم لتخفيف المغرة الحمراء والسناج الأسود. ويوجد على أحد الجانبين ثقب إما لتعليق اللوحة أو – كما توضح العلامة الهيروغليفية ""سش"" - لربطها مع كل من مقلمة أسطوانية الشكل وصرة صغيرة من الجلد كانت تحفظ بها أحجار الألوان. وكان الكاتب يحمل هذه الأدوات المربوطة مع بعضها البعض في يده أو على كتفه. الألوان كانت الألوان الأساسية تعد من المواد الطبيعية المتوفرة؛ فالأبيض يجهز من كربونات الكالسيوم (الطباشير) أو من كبريتات الكالسيوم (الجبس)، بينما كان الأسود يعد من الفحم النباتي أو من السناج المترسبة. كما كانت بعض الألوان تُعد من المغرة، وهي عبارة عن أكاسيد الحديد الذي تتدرج ألوانها من الأصفر مرورًا بالأحمر فالبني الداكن. وبالنسبة للأخضر فيُشتق من مساحيق النحاس الخام مثل الملاكيت أو بمزج المغرة الصفراء مع الفرِّيتة الزرقاء. وكان الأزرق يصنع في الأصل من الأزوريت (كربونات النحاس) الموجود بسيناء وبالصحراء الشرقية، أما فيما بعد فكان يُحضَّر من الفرِّيتة الزرقاء المعروفة باسم ""الأزرق المصري"" والتي كانت تُعد بمزج الكوارتز الساخن مع الجير ثم يضاف إليهما النطرون أو رماد بعض النباتات ومسحوق الملاكيت وكربونات الكالسيوم. وجدير بالذكر أن نفس هذا المزيج كان يُستخدم لعمل ""الفيانس"" الذي شاع استخدامه في صناعة الخرز، والتمائم، والتماثيل الصغيرة. وكان يتم تحضير الألوان الثانوية بمزج الألوان الأساسية سالفة الذكر: فاللون الرمادي يُحضر من مزيج الأسود والأبيض؛ والوردي من الأحمر والأبيض؛ والبني من الأحمر والأسود. كما أُعدت تركيبات أخرى لتحديد الظلال المختلفة. رمزية الألوان كانت للألوان دلالاتها الرمزية في التصوير عند المصري القديم. فاللون الأسود هو لون التربة الخصبة ومن ثم يرمز إلى الخصوبة، والتجدد، والعالم السفلي. أما الأحمر فيشير إلى النار، والدم، والصحراء، وكذلك الفوضى كونه لون الإله ""ست"". وكان الأخضر يحمل دلالات ضمنية تتعلق بالزروع النضرة والنشاط والتجدد، فكانت أقنعة التوابيت في وقت الأسرة العشرين تُطلى بالأخضر لتشبيه المتوفى بالإله أوزوريس ومن ثم لضمان نجاح عملية البعث، فقد كان هذا الإله يصور عادة ببشرة خضراء للتعبير عن عودته إلى الحياة مجددًا. وكان اللون الأصفر ذا صلة بالشمس وكان يرمز أيضًا إلى أجساد وعظام الآلهة. وكان اللون الأزرق ذا ارتباط بالماء والسماء، وقد درج استخدامه في طلاء أجسام وذقون الآلهة وكذلك شعورها المستعارة. طريقة التلوين كانت الطريقة المصرية المستخدمة هي التمبر أو الجواش. فكانت الألوان تمزج مع صمغ السنط الذي يؤدي إلى تماسك الصبغة وتكوين أحجار الألوان والتي تستخدم بعد إضافة الماء إليها. هذه المعلومات يمكن تعديلها/تحديثها نتيجة للبحث المستمر. المراجع T. G. H. James, Egyptian Painting (London: British Museum Press, 1985). Stephen Quirke and Jeffery Spencer, eds., The British Museum Book of Ancient Egypt (London: British Museum Press, 1992). Patrizia Piacentini, “Scribes”, in The Oxford Encyclopedia of Ancient Egypt , edited by Donald B. Redford, vol. 3 (New York, NY: Oxford University Press, 2001): 187-192. Naissance de l'écriture: Cunéiformes et hiéroglyphes: [Exposition], Galeries nationales du Grand Palais, 7 mai-9 août 1982 (Paris: Edition de la Réunion des Musées Nationaux, 1982). Ian Shaw and Paul Nicholson, The British Museum Dictionary of Ancient Egypt (London: British Museum Press, 1997).","It is easy to tell from the traces in the receptacles that this palette was used to dilute red ochre and lamp black. The hole, at one side, is either for suspension or to tie together, as shown in the hieroglyphic sign sesh, the palette with a cylindrical holder (for reed pens) and a circular lather bag for pigment pellets. The scribe carried the tied equipment either in his hand or on his shoulder. Colours The principal colours of a scribe’s palette were manufactured from naturally occurring substances. White came from calcium carbonate (chalk) or calcium sulfate (gypsum). Black was carbon from charcoal or deposited soot. Ochers, ranging from yellow to red to dark brown, originated from naturally occurring iron oxide. The colour blue was composed originally of Azurite (copper carbonate) from Sinai and the Eastern Desert; later it was manufactured from a pigment called “blue frit” or more commonly “Egyptian blue”, made from a compound of heated quartz, lime, and alkalis (natron or plant ash), ground malachite, and calcium carbonate. This same mixture was used in the manufacture of “faience”, commonly used to make beads, amulets and figurines. Green pigment was derived from pulverized copper ores such as malachite or from a mixture of yellow ochre with blue frit. Other secondary colours were obtained by mixing the primaries: grey (black and white), pink (red and white), brown (red and black), and other combinations for different shades. Colour Symbolism In painting, colour had a symbolic meaning to ancient Egyptians. Black the colour of the fertile soil, symbolized fertility, renewal, and the underworld. Red symbolizes fire, blood, the desert, and chaos since it is the colour of the god Seth. Green carried connotations of fresh vegetation, vigor, and regeneration; the deity Osiris was frequently shown with green skin to signify his resurrection, and in the 20th dynasty, coffin faces were often painted green to identify the deceased with Osiris and thus to guarantee rebirth. White implied purity so it became the colour of the clothes worn by ritual specialists. Yellow was a solar colour connoting the sun, the flesh and bones of the Gods. Blue, associated with water and heavens, was frequently found in the bodies, beards, and wigs of deities. Technique The Egyptian technique was that of tempra or gouache. Colours were mixed with gum (acacia gum) or glue which would help the pigment to “hold” (forming an ink cake) and enabling it to be applied with the assistance of water. The information given here is subject to modification/update as a result of ongoing research. References T. G. H. James, Egyptian Painting (London: British Museum Press, 1985). Stephen Quirke and Jeffery Spencer, eds., The British Museum Book of Ancient Egypt (London: British Museum Press, 1992). Patrizia Piacentini, “Scribes”, in The Oxford Encyclopedia of Ancient Egypt , edited by Donald B. Redford, vol. 3 (New York, NY: Oxford University Press, 2001): 187-192. Naissance de l'écriture: Cunéiformes et hiéroglyphes: [Exposition], Galeries nationales du Grand Palais, 7 mai-9 août 1982 (Paris: Edition de la Réunion des Musées Nationaux, 1982). Ian Shaw and Paul Nicholson, The British Museum Dictionary of Ancient Egypt (London: British Museum Press, 1997).","الأدوات والمعدات، أدوات الكتابة والرسم، لوحات ألوان","Tools and equipment, writing and drawing equipment, palettes","مصر السفلى، الإسكندرية، الحضرة، مقابر أنطونيادس","Lower Egypt, Alexandria, Hadra, Antoniadis Tombs","الآثار المصرية القديمة، فاترينة 2","Ancient Egyptian Antiquities, showcase 2",https://antiquities.bibalex.org/Collection/Detail.aspx?collection=38&a=441&lang=ar
38,الآثار المصرية القديمة,Ancient Egyptian Antiquities,"تمثال صغير يُصوِّر ""إيمحتب""",Statuette of Imhotep,"تمثال لإيمحتب من البرونز، ويظهر جالسًا، يداه مرتكزتان على ساقيه وممسكتان بلفافة من البردي. عُثر على هذا التمثال الذي يعود إلى العصر المتأخر في سقارة. إيمحتب إيمحتب هو المعماري الشهير ووزير الملك زوسر الذي بنى مجموعة سقارة والهرم المدرج. قد نسب ""مانيتون"" إليه استخدام الحجر لأول مرة في البناء. يرجع عهد ايمحتب إلى عصر الأسرة الثالثة في الدولة القديمة (حوالي سنة 2800ق.م.) وكان إيمحتب يحمل ألقاب كثيرة منها ""كبير كهنة هليوبوليس""، و""النحات""، و""صانع الأواني""، وفي الدولة الحديثة أضيفت له ألقاب كثيرة منها ""كبير الكهنة""، و""الحكيم""، و""رئيس الكتبة""، و""ابن الإله بتاح "". وقد كتب اسم إيمحتب على قاعدة تمثال زوسر ، كما مُجِّد كثيرًا أثناء حياته. وكان إيمحتب معماريًّا عبقريًّا استخدم الحجر لأول مرة في التاريخ، وأبدع في تشييد مجموعة زوسر الجنائزية، كما دُفن بشمال سقارة ولم يتم الكشف عن مقبرته حتى وقتنا هذا. وفي العصر المتأخر ترسخت عبادته فأصبح له معابد، وعُبِدَ كطبيب ومعالج. وفي العصر الصاوي صُوِّر كرجل يجلس ويقرأ بهدوء بردية مستندة على ساقيه، كما نحتت له تماثيل عديدة من البرونز. أما في العصر اليوناني فلقد قام اليونانيون بالربط بينه وبين ""إسكيلبيوس"" إله الطب اليوناني، واستمروا في تشييد المعابد له. هذه المعلومات يمكن تعديلها/تحديثها نتيجة للبحث المستمر. المراجع Jean-Pierre Corteggiani, L'Egypte des Pharaons au Musée du Caire , illustrated by Jean-François Gout (Paris: Hachette, 1986). Zahi Hawass, ed., Bibliotheca Alexandrina: The Archaeology Museum (Cairo: The Supreme Council of Antiquities, 2002): 36-37. Georges Posener, Serge Sauneron and Jean Yoyotte, “Imhotep”, in Dictionary of Egyptian Civilization , translated by Alix Macfarlane (London: Methuen, 1962). Mona Serry, ed., Bibliotheca Alexandrina: Antiquities Museum , introduction by Ismail Serageldin (Alexandria: Bibliotheca Alexandrina. Antiquities Museum, 2015): 10-11, 314.","A bronze statue of Imhotep sitting with his hands resting on his knees holding a papyrus roll. This Late Period statue was found in Saqqara. Imhotep Imhotep was the famous architect and vizier of King Djoser of the Third Dynasty (Old Kingdom) who built the Saqqara complex and the step pyramid. Manetho ascribes to him the innovation of building in dressed stone. His name was found inscribed on a statue belonging to King Djoser in the Saqqara step-pyramid complex bearing his titles. He was 'the builder, sculptor and maker of stone vases'; the 'royal chancellor, first under the king, ruler of the great mansion, member of the Pat, greatest of seers, and overseer of masons and painters'. During the New Kingdom, new titles were added to him, such as 'High Priest', the 'Sage', 'Chief Scribe' and 'Son of the god Ptah . Imhotep, while honoured during his lifetime, was deified two thousand years after his death in the Late (Saite) Period and was considered the god of wisdom, writing and medicine. He was linked to the gods Ptah and Thoth. The Greeks associated him with their god of medicine, Asklepius. His cult centre at Saqqara (the Asklepion) became a pilgrimage centre for those seeking healing. He was also worshipped at temples of Deir El Medina, Karnak, Deir El Bahari and Philae. It is believed that his tomb lies in the northern part of the Saqqara necropolis, however, it has not been found to date. The information given here is subject to modification/update as a result of ongoing research. References Jean-Pierre Corteggiani, L'Egypte des Pharaons au Musée du Caire , illustrated by Jean-François Gout (Paris: Hachette, 1986). Zahi Hawass, ed., Bibliotheca Alexandrina: The Archaeology Museum (Cairo: The Supreme Council of Antiquities, 2002): 36-37. Georges Posener, Serge Sauneron and Jean Yoyotte, “Imhotep”, in Dictionary of Egyptian Civilization , translated by Alix Macfarlane (London: Methuen, 1962). Mona Serry, ed., Bibliotheca Alexandrina: Antiquities Museum , introduction by Ismail Serageldin (Alexandria: Bibliotheca Alexandrina. Antiquities Museum, 2015): 10-11, 314.","النحت المجسم (ثلاثي الأبعاد)، تماثيل صغيرة، تماثيل صغيرة  (آدمية / لآلهة)","Sculpture in the round, figurines / statuettes, human / gods and goddesses figurines","مصر العليا، الجيزة، سقارة","Upper Egypt, Giza, Saqqara",الآثار المصرية القديمة,Ancient Egyptian Antiquities,https://antiquities.bibalex.org/Collection/Detail.aspx?collection=38&a=591&lang=ar
